nf_topo_id,severity_id,asp,dem,slope
36198,70177,South,1762,0
36199,70178,West,1492,0
36200,70179,East,1842,0
36201,70181,South,1712,32
36202,70183,South,1695,22
36203,70184,East,1454,32
36204,70186,South,1514,0
36205,70190,North,1366,22
36206,70191,East,1817,22
36207,70193,West,1680,32
36208,70195,West,1599,32
36209,70198,East,1942,44
36210,70201,East,2436,22
36211,70202,North,1572,22
36212,70204,South,2016,0
36213,70205,North,1560,0
36214,70209,West,1463,0
36215,70212,North,1576,0
36216,70213,South,1604,0
36217,70216,North,1419,22
36218,70220,South,1911,22
36219,70221,East,1997,44
36220,70222,North,1838,22
36221,70223,West,1784,22
36222,70225,East,2386,64
36223,70230,East,1490,0
36224,70231,North,1636,32
36225,70234,East,1683,0
36226,70236,West,1556,0
36227,70237,North,1669,22
36228,70239,South,2364,44
36229,70240,South,2145,22
36230,70241,East,1440,0
36231,70244,East,2014,64
36232,70251,North,1395,0
36233,70252,West,2000,44
36234,70253,East,1494,22
36235,70255,East,1560,22
36236,70258,South,2188,0
36237,70260,East,1805,22
36238,70262,East,2477,22
36239,70263,North,1742,22
36240,70265,East,1984,22
36241,70266,North,1659,22
36242,70267,West,1810,0
36243,70270,West,2733,22
36244,70272,South,1501,0
36245,70274,North,2049,32
36246,70277,East,2077,44
36247,70278,East,1893,22
36248,70279,South,1553,22
36249,70284,West,1611,22
36250,70287,South,1387,32
36251,70288,East,1454,0
36252,70290,South,1964,22
36253,70291,East,2331,44
36254,70292,East,1545,22
36255,70294,West,2565,32
36256,70295,South,1544,32
36257,70299,West,1389,0
36258,70301,South,2213,32
36259,70303,South,1570,44
36260,70304,West,1747,22
36261,70305,North,1366,22
36262,70307,South,1837,22
36263,70310,West,1494,0
36264,70311,South,1823,22
36265,70312,South,1350,0
36266,70315,East,1407,22
36267,70317,West,1446,22
36268,70318,West,1620,32
36269,70321,West,1451,0
36270,70323,East,1718,0
36271,70324,East,1829,22
36272,70327,West,1421,0
36273,70328,East,1737,32
36274,70329,East,1554,22
36275,70331,South,1456,22
36276,70334,South,2206,0
36277,70338,West,1648,0
36278,70339,South,2169,32
36279,70342,East,1737,0
36280,70343,South,1475,0
36281,70344,East,2100,22
36282,70345,North,1981,32
36283,70346,South,2801,44
36284,70348,South,1684,0
36285,70350,East,1905,32
36286,70351,South,2094,22
36287,70353,East,1550,22
36288,70355,North,2398,32
36289,70357,South,2761,64
36290,70358,North,1939,22
36291,70360,North,1843,0
36292,70363,East,1670,0
36293,70366,West,1941,32
36294,70367,East,1889,22
36295,70368,East,1864,32
36296,70371,South,1572,0
36297,70373,West,2209,0
36298,70381,East,1587,32
36299,70382,West,1743,44
36300,70383,South,1600,22
36301,70384,North,2362,22
36302,70386,West,1455,0
36303,70387,North,1597,32
36304,70388,West,1526,0
36305,70389,South,1379,0
36306,70390,West,1639,0
36307,70392,South,2148,22
36308,70393,South,1600,0
36309,70394,East,1883,44
36310,70395,South,1366,0
36311,70396,South,1534,0
36312,70399,West,1952,44
36313,70401,South,1358,22
36314,70402,East,2184,32
36315,70404,South,1804,64
36316,70411,South,1303,0
36317,70413,South,2069,44
36318,70414,East,2337,22
36319,70419,West,2726,64
36320,70420,North,1527,0
36321,70421,South,2519,44
36322,70425,South,1585,0
36323,70426,South,2370,44
36324,70430,North,1790,32
36325,70431,West,1453,22
36326,70432,East,1376,0
36327,70435,East,1563,0
36328,70436,South,2026,32
36329,70438,West,2178,44
36330,70439,West,1618,22
36331,70440,East,1956,32
36332,70441,East,2210,22
36333,70442,South,1819,32
36334,70443,North,1858,0
36335,70445,North,1924,32
36336,70448,West,1707,22
36337,70449,South,1330,0
36338,70453,South,1747,32
36339,70454,West,1548,22
36340,70455,South,1507,22
36341,70457,South,1808,32
36342,70461,North,1705,22
36343,70462,South,1647,22
36344,70467,South,1844,22
36345,70468,East,2174,0
36346,70472,South,1666,32
36347,70475,North,1385,0
36348,70476,South,1810,22
36349,70477,East,2606,32
36350,70479,East,1690,22
36351,70480,South,2272,44
36352,70483,South,1668,64
36353,70485,West,1387,0
36354,70486,East,1617,64
36355,70489,North,1761,0
36356,70490,South,1828,0
36357,70493,South,2524,32
36358,70494,West,1912,32
36359,70499,East,1606,22
36360,70503,East,1891,22
36361,70508,North,1604,22
36362,70510,South,1983,44
36363,70511,South,2290,44
36364,70512,West,1505,0
36365,70513,South,1773,22
36366,70515,East,1315,0
36367,70516,East,1667,44
36368,70517,West,1332,0
36369,70518,North,1756,0
36370,70519,West,1606,44
36371,70520,East,1928,22
36372,70521,South,1867,44
36373,70522,North,1841,22
36374,70526,East,1838,32
36375,70528,South,1910,32
36376,70531,West,1481,22
36377,70535,East,2489,22
36378,70536,East,2114,32
36379,70537,West,1746,64
36380,70540,West,2899,22
36381,70541,West,1690,22
36382,70543,East,2497,32
36383,70544,South,1461,0
36384,70546,West,2063,0
36385,70549,North,1544,0
36386,70550,East,1409,22
36387,70553,East,1414,44
36388,70556,West,1339,0
36389,70558,East,1469,22
36390,70559,South,2123,44
36391,70561,North,1414,0
36392,70562,North,1430,32
36393,70564,South,1917,44
36394,70568,East,1473,0
36395,70569,South,1396,0
36396,70571,East,1893,64
36397,70572,South,1900,64
36398,70573,North,1574,44
36399,70575,South,2037,22
36400,70576,North,1434,0
36401,70577,North,1808,64
36402,70578,West,1550,44
36403,70579,West,2330,32
36404,70580,South,1812,22
36405,70582,South,1606,32
36406,70583,South,1329,0
36407,70585,North,1747,0
36408,70587,East,1853,22
36409,70589,South,1591,22
36410,70590,East,1580,22
36411,70591,East,1298,0
36412,70592,East,1727,22
36413,70593,South,1699,44
36414,70594,North,1373,0
36415,70597,East,1442,0
36416,70598,East,1628,32
36417,70600,East,1905,32
36418,70603,South,2419,44
36419,70605,South,1439,0
36420,70606,West,1688,0
36421,70607,North,1683,22
36422,70608,South,1462,0
36423,70609,West,2650,22
36424,70610,North,1613,32
36425,70611,East,1952,0
36426,70613,North,1908,22
36427,70614,West,1723,64
36428,70615,East,2160,32
36429,70616,North,1634,32
36430,70619,South,1454,0
36431,70620,South,1999,22
36432,70621,West,2149,32
36433,70622,North,2778,32
36434,70624,South,1668,0
36435,70625,West,2642,64
36436,70626,East,1612,32
36437,70627,East,2257,64
36438,70629,West,2407,44
36439,70631,South,1481,22
36440,70634,East,2787,22
36441,70635,South,1368,32
36442,70637,East,3000,0
36443,70638,West,1620,0
36444,70642,East,1391,22
36445,70645,North,1537,0
36446,70646,South,1477,22
36447,70648,South,1450,0
36448,70649,West,1292,22
36449,70650,South,2208,22
36450,70652,North,1366,22
36451,70654,West,1708,32
36452,70655,East,1513,44
36453,70656,North,1924,22
36454,70657,West,1367,0
36455,70659,West,1925,22
36456,70661,North,1621,0
36457,70662,South,1671,22
36458,70663,North,1675,0
36459,70665,West,1346,0
36460,70666,West,1684,32
36461,70667,South,1521,22
36462,70668,West,1720,0
36463,70669,South,1971,32
36464,70674,North,1577,32
36465,70675,North,1639,44
36466,70676,North,1520,0
36467,70677,West,1564,32
36468,70678,South,1779,0
36469,70679,West,1467,0
36470,70681,North,1478,32
36471,70683,North,1566,22
36472,70684,West,1488,22
36473,70686,North,1531,0
36474,70688,North,1402,0
36475,70689,North,1820,0
36476,70690,East,1863,64
36477,70691,East,1769,22
36478,70696,West,1452,0
36479,70700,South,1499,32
36480,70702,North,1391,0
36481,70707,East,2019,22
36482,70710,North,1762,0
36483,70713,North,1447,0
36484,70714,West,2129,44
36485,70715,East,2399,32
36486,70719,South,1463,0
36487,70720,West,1457,0
36488,70721,East,1793,32
36489,70723,West,2221,22
36490,70724,West,1903,22
36491,70725,West,1783,22
36492,70728,East,1917,64
36493,70729,South,1521,22
36494,70730,North,1362,0
36495,70738,West,1551,32
36496,70740,South,1454,0
36497,70741,East,1866,22
36498,70743,North,2108,0
36499,70745,South,1574,22
36500,70746,West,1655,0
36501,70748,North,1647,22
36502,70750,East,1466,0
36503,70752,South,1704,22
36504,70754,North,1615,22
36505,70755,East,2327,44
36506,70757,North,1342,0
36507,70759,East,2102,32
36508,70761,West,1700,22
36509,70766,South,1394,0
36510,70767,West,1653,0
36511,70768,West,1299,0
36512,70769,West,2223,64
36513,70770,South,1798,32
36514,70773,South,1364,0
36515,70774,South,2695,64
36516,70775,East,1329,22
36517,70776,West,1354,0
36518,70778,West,1311,0
36519,70779,West,1731,32
36520,70780,West,1646,0
36521,70783,West,2112,32
36522,70785,East,1436,22
36523,70787,North,1488,0
36524,70788,East,1645,22
36525,70789,South,1694,0
36526,70793,South,1452,0
36527,70796,East,2207,22
36528,70798,West,1491,0
36529,70804,East,2722,22
36530,70805,West,1330,0
36531,70807,West,1594,0
36532,70810,South,1447,22
36533,70815,West,1709,0
36534,70816,West,2423,22
36535,70817,South,1418,0
36536,70818,South,1857,0
36537,70820,East,1862,22
36538,70821,West,1539,44
36539,70823,North,1573,0
36540,70826,West,2300,22
36541,70827,West,1439,32
36542,70828,South,2293,22
36543,70829,West,2014,0
36544,70833,West,1913,44
36545,70836,South,1776,22
36546,70837,East,1665,32
36547,70840,West,1825,22
36548,70841,East,1690,0
36549,70842,East,1424,0
36550,70843,West,1340,0
36551,70845,West,2028,64
36552,70846,West,1646,0
36553,70848,West,1712,32
36554,70850,West,1361,0
36555,70851,West,1720,0
36556,70855,South,1542,22
36557,70857,North,1713,44
36558,70859,West,1451,0
36559,70860,East,1504,22
36560,70861,West,2107,64
36561,70863,North,2924,22
36562,70864,East,1579,0
36563,70865,West,1627,22
36564,70868,East,2192,22
36565,70869,North,1618,22
36566,70870,North,1669,0
36567,70872,North,1923,32
36568,70874,North,2786,22
36569,70875,East,1617,0
36570,70877,West,1330,0
36571,70878,West,2715,32
36572,70879,South,1338,0
36573,70880,North,1527,0
36574,70883,South,2159,32
36575,70885,South,2062,0
36576,70886,East,1331,0
36577,70887,South,1367,0
36578,70888,East,1818,22
36579,70892,North,1503,22
36580,70893,South,1544,32
36581,70895,West,2018,22
36582,70899,South,1982,44
36583,70900,West,1666,22
36584,70901,South,1840,0
36585,70902,North,1865,44
36586,70904,East,2694,32
36587,70907,South,1473,0
36588,70909,East,1765,32
36589,70911,South,1836,22
36590,70912,South,2191,22
36591,70914,South,1292,0
36592,70917,North,2340,22
36593,70920,South,1642,0
36594,70922,West,2635,32
36595,70923,South,2131,44
36596,70924,West,1876,32
36597,70926,North,1919,90
36598,70928,West,2263,32
36599,70929,West,1975,44
36600,70930,South,2754,22
36601,70932,South,2345,32
36602,70934,South,2434,22
36603,70936,East,1708,0
36604,70940,South,1178,22
36605,70942,North,1489,0
36606,70943,East,1694,0
36607,70944,East,1883,44
36608,70945,North,1600,44
36609,70947,South,1545,22
36610,70948,East,1885,22
36611,70949,North,1398,0
36612,70950,North,1550,22
36613,70953,East,1355,0
36614,70955,West,1592,0
36615,70956,West,1453,0
36616,70957,East,1689,22
36617,70958,South,1649,0
36618,70959,East,2394,0
36619,70962,North,1650,0
36620,70965,West,1591,0
36621,70966,North,1318,0
36622,70969,East,1971,32
36623,70970,West,2173,22
36624,70972,South,1360,44
36625,70977,North,1936,22
36626,70980,West,1537,32
36627,70983,West,3212,22
36628,70984,East,2193,0
36629,70986,South,1330,0
36630,70987,West,1590,44
36631,70988,North,1314,0
36632,70989,South,3022,44
36633,70990,North,2748,32
36634,70991,West,2150,22
36635,70993,South,2707,22
36636,70994,West,2821,22
36637,70995,West,1520,0
36638,70998,East,2218,44
36639,71004,South,1648,22
36640,71008,North,1636,0
36641,71009,North,1775,22
36642,71012,East,2012,90
36643,71014,West,1672,0
36644,71015,North,1503,0
36645,71023,South,1819,22
36646,71026,East,1809,32
36647,71028,East,1586,22
36648,71029,West,1445,0
36649,71030,North,1708,22
36650,71031,North,1685,0
36651,71037,West,1638,44
36652,71038,West,2607,0
36653,71039,West,1651,22
36654,71040,West,2138,32
36655,71041,South,1627,22
36656,71044,North,1666,0
36657,71046,West,2477,22
36658,71047,East,1375,0
36659,71048,South,1608,0
36660,71050,South,1850,22
36661,71053,West,1630,22
36662,71059,West,1578,22
36663,71062,North,1602,0
36664,71063,South,1950,0
36665,71064,South,1722,22
36666,71065,South,3031,22
36667,71067,East,2665,22
36668,71068,North,1635,22
36669,71070,East,2043,32
36670,71072,South,1567,22
36671,71073,East,1461,0
36672,71075,West,1820,22
36673,71076,East,2567,64
36674,71078,North,1518,0
36675,71079,South,1643,0
36676,71080,West,2198,44
36677,71081,East,1453,22
36678,71082,North,1828,22
36679,71083,South,1807,32
36680,71085,North,1530,0
36681,71088,East,1654,22
36682,71089,South,1580,0
36683,71093,South,1571,0
36684,71096,East,2435,0
36685,71097,South,1916,22
36686,71099,West,2393,32
36687,71100,South,1767,0
36688,71103,South,1455,0
36689,71105,North,1662,0
36690,71107,West,1679,22
36691,71108,West,1681,44
36692,71112,East,1955,32
36693,71114,South,2554,90
36694,71116,South,1634,0
36695,71117,North,1308,0
36696,71118,North,1633,22
36697,71121,West,1761,22
36698,71122,North,1621,0
36699,71123,West,1382,32
36700,71124,South,1454,0
36701,71127,West,2115,32
36702,71130,South,1688,22
36703,71131,East,1763,22
36704,71133,West,1820,22
36705,71134,West,1867,22
36706,71135,East,1648,0
36707,71138,South,1318,0
36708,71139,North,1592,0
36709,71140,West,2040,22
36710,71142,East,1661,0
36711,71143,East,2018,0
36712,71146,North,1690,0
36713,71147,South,1685,0
36714,71148,East,1403,0
36715,71149,North,1460,0
36716,71150,North,2492,22
36717,71151,East,1449,0
36718,71154,East,1368,22
36719,71155,South,2097,22
36720,71159,South,1759,22
36721,71160,North,1510,0
36722,71162,East,1909,0
36723,71164,East,1599,32
36724,71165,South,2057,32
36725,71172,East,1318,0
36726,71173,North,1539,22
36727,71175,South,1658,32
36728,71180,North,1650,22
36729,71182,East,2051,22
36730,71183,East,1708,0
36731,71184,East,3262,0
36732,71185,South,1305,32
36733,71186,East,1452,0
36734,71189,North,2662,44
36735,71193,South,1712,0
36736,71194,South,1448,0
36737,71196,East,1785,0
36738,71197,West,1731,32
36739,71198,North,1370,0
36740,71203,North,1820,0
36741,71208,North,1596,0
36742,71211,West,1904,44
36743,71215,East,1372,0
36744,71218,East,1710,22
36745,71219,East,2160,0
36746,71224,North,1509,0
36747,71225,South,1685,22
36748,71226,South,1511,64
36749,71227,North,2152,22
36750,71228,East,1323,22
36751,71229,East,1784,22
36752,71231,West,2040,32
36753,71233,South,1349,32
36754,71235,East,1907,44
36755,71236,East,1807,64
36756,71238,South,1803,22
36757,71239,East,2341,0
36758,71240,West,1924,22
36759,71241,East,2215,64
36760,71245,East,2380,22
36761,71247,South,2589,64
36762,71249,West,1533,0
36763,71251,East,1558,32
36764,71252,West,1552,0
36765,71253,South,2115,64
36766,71255,North,2391,0
36767,71256,North,1529,0
36768,71258,West,2756,22
36769,71262,West,1434,0
36770,71264,East,2354,22
36771,71267,North,1673,44
36772,71268,North,1483,22
36773,71270,North,1297,0
36774,71272,North,1352,0
36775,71273,North,1374,0
36776,71275,South,1453,0
36777,71276,West,2003,64
36778,71282,West,1681,0
36779,71284,East,1667,64
36780,71285,South,2492,22
36781,71287,East,1471,0
36782,71289,North,1964,90
36783,71293,North,1834,0
36784,71294,West,1602,22
36785,71295,South,1512,22
36786,71296,West,1679,22
36787,71297,West,1834,32
36788,71298,West,1618,32
36789,71299,North,1662,22
36790,71301,East,2000,22
36791,71303,South,2042,32
36792,71304,South,1537,0
36793,71306,South,1693,22
36794,71307,East,2216,32
36795,71309,West,2383,64
36796,71311,North,2485,0
36797,71312,East,2185,22
36798,71313,West,2119,22
36799,71314,West,1615,32
36800,71315,West,1418,22
36801,71317,South,1637,22
36802,71322,East,1626,22
36803,71324,North,2027,22
36804,71326,West,1359,0
36805,71328,East,2037,22
36806,71331,West,1324,0
36807,71337,North,1593,0
36808,71338,East,1451,0
36809,71339,South,1631,22
36810,71341,North,1709,0
36811,71343,West,2139,0
36812,71345,West,2002,22
36813,71346,North,2137,32
36814,71348,East,1851,32
36815,71351,East,1536,22
36816,71352,South,1620,0
36817,71353,East,1629,0
36818,71357,North,1627,44
36819,71358,North,2123,22
36820,71359,East,2164,64
36821,71361,South,2100,32
36822,71363,East,1519,22
36823,71365,North,1333,22
36824,71366,North,2303,22
36825,71370,East,2681,64
36826,71371,South,1694,44
36827,71373,South,2658,22
36828,71374,South,1297,0
36829,71376,West,1625,0
36830,71378,East,1688,0
36831,71379,East,2057,64
36832,71381,North,1794,22
36833,71382,East,2112,22
36834,71385,East,1413,22
36835,71391,South,1724,22
36836,71392,East,2643,32
36837,71393,North,1551,32
36838,71396,East,1691,32
36839,71398,East,1424,0
36840,71399,East,1993,0
36841,71400,South,1462,0
36842,71404,East,1588,44
36843,71406,West,1546,0
36844,71407,East,2030,32
36845,71409,East,1309,22
36846,71410,West,1395,22
36847,71413,North,1344,22
36848,71417,South,2325,44
36849,71418,West,1385,0
36850,71420,South,2257,22
36851,71427,East,1571,0
36852,71429,West,1877,22
36853,71432,South,1336,0
36854,71436,South,1546,0
36855,71441,West,1968,22
36856,71442,North,1935,44
36857,71444,South,2618,44
36858,71445,East,1546,22
36859,71446,East,2159,22
36860,71449,South,1316,0
36861,71450,West,1473,22
36862,71452,West,1504,0
36863,71454,South,1573,22
36864,71455,West,1983,32
36865,71457,East,2236,22
36866,71460,East,1654,0
36867,71461,East,1611,22
36868,71462,South,1361,0
36869,71466,South,2032,22
36870,71467,West,1536,22
36871,71468,West,2089,90
36872,71472,North,1600,64
36873,71476,West,1539,22
36874,71477,West,1622,0
36875,71481,East,2625,90
36876,71482,South,1766,0
36877,71483,South,1378,0
36878,71486,East,1582,22
36879,71488,East,1336,0
36880,71490,West,1379,22
36881,71491,South,1345,0
36882,71492,West,2141,32
36883,71493,West,1579,0
36884,71496,West,2543,22
36885,71501,West,1577,22
36886,71502,West,1448,0
36887,71503,West,1618,0
36888,71504,East,1651,0
36889,71507,South,1616,0
36890,71510,West,1688,0
36891,71513,South,2685,0
36892,71514,North,1137,0
36893,71516,North,1331,0
36894,71522,South,1891,44
36895,71523,South,1310,22
36896,71524,North,1697,0
36897,71527,South,2493,0
36898,71528,West,1479,22
36899,71530,South,2341,44
36900,71531,East,1863,32
36901,71533,South,2102,32
36902,71534,South,1607,22
36903,71538,East,2470,64
36904,71540,West,1465,22
36905,71541,West,1803,44
36906,71547,North,1872,22
36907,71549,West,2088,0
36908,71551,East,1332,22
36909,71554,West,1580,0
36910,71555,South,1544,32
36911,71556,North,1782,22
36912,71558,East,2340,90
36913,71562,West,1892,44
36914,71563,North,1718,22
36915,71565,South,1378,0
36916,71566,East,1671,44
36917,71567,South,1900,22
36918,71568,West,1307,0
36919,71570,East,2274,32
36920,71571,East,1548,0
36921,71572,West,1594,0
36922,71573,North,1852,22
36923,71574,South,1529,22
36924,71576,West,2593,32
36925,71578,East,1898,0
36926,71581,East,2653,44
36927,71583,South,2123,22
36928,71586,South,2566,32
36929,71589,East,1276,22
36930,71590,East,1883,22
36931,71592,South,1455,0
36932,71593,South,1541,0
36933,71596,South,2720,32
36934,71598,South,1685,0
36935,71602,North,1770,0
36936,71603,North,1734,22
36937,71605,North,1444,0
36938,71606,West,1702,22
36939,71609,East,1743,44
36940,71610,North,1558,0
36941,71611,South,2111,0
36942,71613,South,1707,32
36943,71614,North,1994,44
36944,71615,South,1725,44
36945,71617,West,1463,0
36946,71619,East,2380,44
36947,71620,South,1581,0
36948,71626,South,1904,32
36949,71628,North,2044,22
36950,71630,North,1814,32
36951,71631,East,1899,22
36952,71633,North,1927,0
36953,71634,East,1291,0
36954,71635,East,2915,44
36955,71637,North,1705,64
36956,71639,East,1696,0
36957,71640,West,1713,32
36958,71642,North,1802,32
36959,71644,North,1466,22
36960,71649,North,1434,0
36961,71650,North,1449,0
36962,71653,East,1455,0
36963,71656,West,1967,22
36964,71657,South,1781,64
36965,71659,South,1618,22
36966,71660,North,1989,0
36967,71661,East,1501,0
36968,71666,South,2224,22
36969,71668,North,1998,22
36970,71670,South,1610,0
36971,71671,North,1635,0
36972,71672,East,1770,0
36973,71673,West,1723,0
36974,71674,North,1645,22
36975,71678,West,1844,64
36976,71679,East,2199,32
36977,71682,South,1249,22
36978,71685,West,1460,0
36979,71686,South,1902,22
36980,71693,East,1876,22
36981,71695,South,2023,32
36982,71699,West,1684,0
36983,71701,West,2211,22
36984,71703,South,2280,22
36985,71704,East,1834,32
36986,71706,North,1454,0
36987,71707,East,1775,22
36988,71708,South,1668,22
36989,71709,West,1889,32
36990,71712,North,1692,22
36991,71714,West,1678,0
36992,71715,South,1308,0
36993,71716,East,2396,22
36994,71719,South,1441,64
36995,71721,North,1699,0
36996,71723,West,2058,44
36997,71725,West,1343,0
36998,71727,West,2240,64
36999,71728,South,2193,0
37000,71730,South,2139,22
37001,71732,South,1437,0
37002,71733,North,1704,0
37003,71734,West,1609,0
37004,71735,West,2031,22
37005,71737,East,2498,22
37006,71739,South,1894,32
37007,71742,South,2068,32
37008,71744,South,1994,22
37009,71753,West,1392,0
37010,71754,East,2013,22
37011,71755,West,2840,22
37012,71757,East,2273,0
37013,71758,East,1421,0
37014,71759,West,1450,0
37015,71760,East,1932,32
37016,71761,South,1503,0
37017,71762,North,1727,22
37018,71763,West,1590,22
37019,71764,North,1576,0
37020,71766,North,1619,0
37021,71769,West,2033,22
37022,71772,East,2877,44
37023,71774,West,2872,22
37024,71781,West,1317,0
37025,71783,East,1787,64
37026,71786,East,1288,22
37027,71788,East,2272,44
37028,71789,North,1363,0
37029,71790,West,1540,0
37030,71796,North,1419,22
37031,71797,East,1305,0
37032,71803,West,1870,0
37033,71804,East,2387,22
37034,71805,South,1868,0
37035,71806,West,1452,0
37036,71810,South,2444,44
37037,71811,East,1651,22
37038,71812,South,2805,64
37039,71816,South,2061,32
37040,71818,South,1299,0
37041,71819,North,2007,32
37042,71824,West,1556,0
37043,71827,West,1620,0
37044,71829,East,1586,22
37045,71832,West,1370,0
37046,71833,West,1853,32
37047,71835,West,1903,22
37048,71836,North,1377,0
37049,71837,North,1535,0
37050,71838,South,1467,0
37051,71840,East,2109,22
37052,71842,South,2043,32
37053,71843,West,1352,0
37054,71850,South,1432,0
37055,71853,East,1400,0
37056,71854,South,2876,64
37057,71855,South,2112,22
37058,71857,West,2075,44
37059,71858,West,2079,22
37060,71859,East,1844,22
37061,71865,East,1747,64
37062,71866,South,2203,64
37063,71867,East,2285,32
37064,71868,West,2110,22
37065,71875,West,1324,32
37066,71878,West,1507,0
37067,71879,East,1939,22
37068,71880,East,2044,22
37069,71881,East,2228,32
37070,71882,East,1702,22
37071,71885,West,1566,22
37072,71887,East,1797,0
37073,71889,West,1382,0
37074,71893,South,1618,22
37075,71894,North,1458,0
37076,71897,South,2147,44
37077,71898,West,1502,0
37078,71899,East,1673,22
37079,71901,South,1479,22
37080,71902,East,2127,22
37081,71903,South,1572,0
37082,71905,West,2047,22
37083,71908,North,1801,0
37084,71909,East,1646,44
37085,71910,West,1904,32
37086,71911,West,1960,32
37087,71913,South,2021,22
37088,71917,South,1880,0
37089,71918,South,1436,0
37090,71919,North,1354,0
37091,71920,East,2460,64
37092,71921,South,1149,0
37093,71922,South,1683,0
37094,71923,West,1613,22
37095,71924,West,2068,32
37096,71926,West,2897,64
37097,71927,East,1923,22
37098,71929,South,1491,0
37099,71932,West,1524,0
37100,71934,East,1932,22
37101,71935,North,2442,32
37102,71938,North,1532,0
37103,71939,West,1518,0
37104,71941,South,1296,0
37105,71943,South,1350,0
37106,71944,North,1572,0
37107,71946,West,2159,22
37108,71949,North,1757,0
37109,71950,East,1752,44
37110,71951,South,2352,22
37111,71952,South,2016,0
37112,71956,South,1527,22
37113,71957,East,1680,0
37114,71959,North,1921,22
37115,71961,East,1073,22
37116,71962,South,1492,0
37117,71964,North,1454,0
37118,71965,West,1982,22
37119,71968,West,1443,0
37120,71974,West,2050,32
37121,71976,South,1477,0
37122,71978,East,1752,0
37123,71979,East,1450,0
37124,71982,South,1499,0
37125,71986,East,1782,22
37126,71987,West,1455,0
37127,71991,South,1543,32
37128,71993,West,1479,0
37129,71994,East,1358,0
37130,71995,South,1462,0
37131,71999,East,1684,0
37132,72001,South,1492,0
37133,72002,East,1843,22
37134,72003,North,1981,22
37135,72006,East,2427,90
37136,72007,South,1304,0
37137,72009,West,1734,44
37138,72010,South,1341,0
37139,72015,North,1163,0
37140,72016,East,1938,44
37141,72018,East,1638,44
37142,72019,North,1193,22
37143,72023,West,1326,22
37144,72024,North,1572,22
37145,72029,North,1456,22
37146,72030,West,2153,32
37147,72032,West,1950,44
37148,72033,East,1973,22
37149,72034,East,2221,64
37150,72039,East,2006,0
37151,72045,South,2081,22
37152,72048,West,1854,32
37153,72049,North,1612,22
37154,72050,West,1336,0
37155,72051,North,1427,32
37156,72053,West,1644,32
37157,72054,East,1710,32
37158,72062,East,1438,0
37159,72063,South,2513,44
37160,72064,North,1585,0
37161,72066,South,1757,22
37162,72068,East,1594,22
37163,72069,East,1513,22
37164,72071,South,1697,32
37165,72072,West,2146,64
37166,72074,South,1616,0
37167,72076,South,1755,44
37168,72079,South,2436,44
37169,72082,South,1741,0
37170,72083,East,1828,44
37171,72085,East,1975,22
37172,72087,West,1289,22
37173,72089,South,1779,44
37174,72090,East,1445,0
37175,72091,East,1538,0
37176,72096,North,1877,0
37177,72097,South,1907,64
37178,72100,West,1476,0
37179,72101,East,1998,44
37180,72102,East,1819,44
37181,72104,South,2057,0
37182,72106,South,1880,44
37183,72109,South,1365,0
37184,72110,West,2116,0
37185,72111,South,1725,32
37186,72112,West,1754,32
37187,72113,West,1318,0
37188,72119,North,1320,32
37189,72122,North,1432,22
37190,72124,North,1908,0
37191,72127,North,1551,22
37192,72128,East,1941,32
37193,72129,North,1632,0
37194,72130,West,1396,0
37195,72131,South,1698,22
37196,72134,East,2181,64
37197,72135,South,1922,22
37198,72136,South,2715,44
37199,72137,North,1498,0
37200,72140,West,1371,22
37201,72141,North,2913,32
37202,72142,East,1697,22
37203,72143,North,2383,32
37204,72144,South,2233,22
37205,72145,South,2800,0
37206,72146,South,2377,0
37207,72147,South,1526,0
37208,72149,East,1682,32
37209,72151,South,1603,0
37210,72152,East,2997,22
37211,72153,South,1693,22
37212,72155,West,1977,22
37213,72156,East,1796,64
37214,72159,South,1867,22
37215,72162,West,2018,44
37216,72164,East,2203,44
37217,72165,South,1993,22
37218,72166,South,1898,32
37219,72167,South,1652,32
37220,72171,North,1547,0
37221,72174,East,2043,22
37222,72175,West,1949,22
37223,72177,North,1368,0
37224,72179,West,1572,0
37225,72180,South,1297,0
37226,72183,North,2695,22
37227,72188,West,1863,22
37228,72190,West,2173,32
37229,72191,West,1615,0
37230,72195,West,1587,0
37231,72196,West,1692,0
37232,72198,West,1554,22
37233,72200,North,1450,0
37234,72202,East,1766,64
37235,72203,East,1902,22
37236,72204,South,1366,0
37237,72205,East,1611,44
37238,72206,West,1954,22
37239,72213,West,1627,0
37240,72214,North,2157,0
37241,72216,West,1213,22
37242,72217,East,1600,22
37243,72218,East,2141,44
37244,72219,East,1448,0
37245,72221,South,2583,44
37246,72222,West,1472,0
37247,72225,East,2361,90
37248,72226,South,1452,0
37249,72229,North,1364,0
37250,72230,South,1741,22
37251,72233,West,1620,22
37252,72236,South,1916,0
37253,72239,East,1884,0
37254,72240,South,1370,0
37255,72241,North,1342,0
37256,72243,South,2052,22
37257,72245,East,1464,0
37258,72247,South,1317,22
37259,72249,East,1628,22
37260,72250,North,1586,32
37261,72255,West,1445,64
37262,72261,South,2053,22
37263,72262,West,1771,0
37264,72265,East,1697,22
37265,72267,East,2232,22
37266,72270,West,1646,64
37267,72272,North,2116,22
37268,72274,East,1531,22
37269,72275,North,1840,44
37270,72282,North,1766,22
37271,72283,West,1985,22
37272,72285,West,1807,22
